,filename,width,height,class,xmin,xmax,ymin,ymax,area,mj_axis,mn_axis
4842,/media/marda/TWOTB1/xBD/hurricanes/images/florence/hurricane-florence_00000051_post_disaster.png,70,53,1,387,457,253,306,1872,57.65687915778979,43.3697270221253
4843,/media/marda/TWOTB1/xBD/hurricanes/images/florence/hurricane-florence_00000051_post_disaster.png,29,19,1,451,480,286,305,81,13.644405198860484,7.904127427727644
4844,/media/marda/TWOTB1/xBD/hurricanes/images/florence/hurricane-florence_00000051_post_disaster.png,68,50,1,209,277,385,435,1326,63.80443581200897,27.140405554309265
4845,/media/marda/TWOTB1/xBD/hurricanes/images/florence/hurricane-florence_00000051_post_disaster.png,37,49,1,207,244,425,474,630,32.389972520122726,25.607704755239382
4846,/media/marda/TWOTB1/xBD/hurricanes/images/florence/hurricane-florence_00000051_post_disaster.png,61,52,1,395,456,440,492,1104,46.4640481873567,31.23333990080319
4847,/media/marda/TWOTB1/xBD/hurricanes/images/florence/hurricane-florence_00000051_post_disaster.png,23,21,1,439,462,480,501,35,8.0,5.656854249492381
4848,/media/marda/TWOTB1/xBD/hurricanes/images/florence/hurricane-florence_00000051_post_disaster.png,63,70,1,536,599,496,566,1376,45.02873205919458,40.85887189235591
4849,/media/marda/TWOTB1/xBD/hurricanes/images/florence/hurricane-florence_00000051_post_disaster.png,48,56,1,407,455,561,617,624,30.695205980940685,26.98106177210991
4850,/media/marda/TWOTB1/xBD/hurricanes/images/florence/hurricane-florence_00000051_post_disaster.png,61,57,1,518,579,580,637,872,39.69404445114043,29.027949482989243
4851,/media/marda/TWOTB1/xBD/hurricanes/images/florence/hurricane-florence_00000515_pre_disaster.png,169,88,1,875,1044,242,330,6116,155.64075587034228,52.25253276742698
4852,/media/marda/TWOTB1/xBD/hurricanes/images/florence/hurricane-florence_00000515_pre_disaster.png,40,15,1,851,891,269,284,49,8.626666160938804,7.18295146259953
4853,/media/marda/TWOTB1/xBD/hurricanes/images/florence/hurricane-florence_00000515_pre_disaster.png,155,88,1,889,1044,310,398,5402,135.31389439786,53.07560493919675
4854,/media/marda/TWOTB1/xBD/hurricanes/images/florence/hurricane-florence_00000515_pre_disaster.png,59,54,1,826,885,325,379,690,42.69907789812574,21.58024654923434
4855,/media/marda/TWOTB1/xBD/hurricanes/images/florence/hurricane-florence_00000515_pre_disaster.png,41,19,1,866,907,326,345,51,8.876200207006525,7.29293672633238
4856,/media/marda/TWOTB1/xBD/hurricanes/images/florence/hurricane-florence_00000515_pre_disaster.png,41,20,1,869,910,336,356,55,8.947498309020478,7.820155752512016
4857,/media/marda/TWOTB1/xBD/hurricanes/images/florence/hurricane-florence_00000515_pre_disaster.png,42,19,1,882,924,387,406,48,8.32666399786453,7.301065371269836
4858,/media/marda/TWOTB1/xBD/hurricanes/images/florence/hurricane-florence_00000515_pre_disaster.png,165,89,1,879,1044,388,477,5863,150.66872120048694,51.733489547707315
4859,/media/marda/TWOTB1/xBD/hurricanes/images/florence/hurricane-florence_00000515_pre_disaster.png,43,23,1,876,919,404,427,54,9.280593078344006,7.402559677721735
4860,/media/marda/TWOTB1/xBD/hurricanes/images/florence/hurricane-florence_00000515_pre_disaster.png,47,87,1,0,47,898,985,1342,54.98679338596379,31.81482889014737
4861,/media/marda/TWOTB1/xBD/hurricanes/images/florence/hurricane-florence_00000536_pre_disaster.png,305,91,1,739,1044,907,998,10401,311.12301133119996,44.49962327634017
4862,/media/marda/TWOTB1/xBD/hurricanes/images/florence/hurricane-florence_00000536_pre_disaster.png,48,49,1,993,1041,964,1013,85,14.39709430640591,7.835228366814603
4863,/media/marda/TWOTB1/xBD/hurricanes/images/florence/hurricane-florence_00000536_pre_disaster.png,203,53,1,736,939,991,1044,1117,165.50292305561624,10.332516410730747
4864,/media/marda/TWOTB1/xBD/hurricanes/images/florence/hurricane-florence_00000536_pre_disaster.png,49,48,1,991,1040,993,1041,50,8.679021276136377,7.357566832069698
4865,/media/marda/TWOTB1/xBD/hurricanes/images/florence/hurricane-florence_00000113_post_disaster.png,79,40,1,787,866,5,45,745,55.24288324390725,20.788843267643113
4866,/media/marda/TWOTB1/xBD/hurricanes/images/florence/hurricane-florence_00000113_post_disaster.png,27,19,1,363,390,27,46,217,21.36502148950535,13.579505908159453
4867,/media/marda/TWOTB1/xBD/hurricanes/images/florence/hurricane-florence_00000113_post_disaster.png,60,41,1,297,357,67,108,1189,48.49508305432274,34.429741032234965
4868,/media/marda/TWOTB1/xBD/hurricanes/images/florence/hurricane-florence_00000113_post_disaster.png,33,21,1,420,453,122,143,176,16.563737380455905,14.272565888765032
4869,/media/marda/TWOTB1/xBD/hurricanes/images/florence/hurricane-florence_00000113_post_disaster.png,47,38,1,391,438,128,166,554,34.47365886771944,21.334750596807776
4870,/media/marda/TWOTB1/xBD/hurricanes/images/florence/hurricane-florence_00000113_post_disaster.png,62,46,1,543,605,198,244,782,43.11987567475917,24.166000021010483
4871,/media/marda/TWOTB1/xBD/hurricanes/images/florence/hurricane-florence_00000113_post_disaster.png,42,41,1,220,262,236,277,549,34.89754672732204,20.922023197524148
4872,/media/marda/TWOTB1/xBD/hurricanes/images/florence/hurricane-florence_00000113_post_disaster.png,62,53,1,706,768,257,310,555,52.83286407703393,14.405719339690515
4873,/media/marda/TWOTB1/xBD/hurricanes/images/florence/hurricane-florence_00000113_post_disaster.png,42,29,1,561,603,259,288,234,20.548309524429065,15.245774573793371
4874,/media/marda/TWOTB1/xBD/hurricanes/images/florence/hurricane-florence_00000113_post_disaster.png,58,48,1,506,564,275,323,915,39.530890164522404,31.227654299999227
4875,/media/marda/TWOTB1/xBD/hurricanes/images/florence/hurricane-florence_00000113_post_disaster.png,48,25,1,574,622,289,314,160,29.507349924681236,7.2330007896041435
4876,/media/marda/TWOTB1/xBD/hurricanes/images/florence/hurricane-florence_00000113_post_disaster.png,45,26,1,716,761,307,333,103,17.51964615837076,7.931169765776567
4877,/media/marda/TWOTB1/xBD/hurricanes/images/florence/hurricane-florence_00000113_post_disaster.png,40,28,1,522,562,341,369,188,19.95434050102058,12.638241779892885
4878,/media/marda/TWOTB1/xBD/hurricanes/images/florence/hurricane-florence_00000113_post_disaster.png,27,24,1,423,450,353,377,107,13.102555717112551,10.98393849037789
4879,/media/marda/TWOTB1/xBD/hurricanes/images/florence/hurricane-florence_00000113_post_disaster.png,51,29,1,796,847,354,383,158,17.019371264309065,12.432353036492326
4880,/media/marda/TWOTB1/xBD/hurricanes/images/florence/hurricane-florence_00000113_post_disaster.png,44,51,1,409,453,379,430,856,39.59935929779875,28.436798105627105
4881,/media/marda/TWOTB1/xBD/hurricanes/images/florence/hurricane-florence_00000113_post_disaster.png,45,41,1,365,410,417,458,288,35.186067780921114,10.99544173986187
4882,/media/marda/TWOTB1/xBD/hurricanes/images/florence/hurricane-florence_00000113_post_disaster.png,28,36,1,405,433,451,487,175,19.22234066351027,12.274115580908894
4883,/media/marda/TWOTB1/xBD/hurricanes/images/florence/hurricane-florence_00000113_post_disaster.png,73,61,1,850,923,457,518,839,52.56177292321713,21.29734925934253
4884,/media/marda/TWOTB1/xBD/hurricanes/images/florence/hurricane-florence_00000113_post_disaster.png,58,43,1,875,933,503,546,272,20.672548120045843,17.728177332298632
4885,/media/marda/TWOTB1/xBD/hurricanes/images/florence/hurricane-florence_00000113_post_disaster.png,43,63,1,560,603,757,820,681,37.93522117645778,23.812945995067516
4886,/media/marda/TWOTB1/xBD/hurricanes/images/florence/hurricane-florence_00000113_post_disaster.png,51,74,1,773,824,829,903,832,45.773447497564725,24.251415214633095
4887,/media/marda/TWOTB1/xBD/hurricanes/images/florence/hurricane-florence_00000113_post_disaster.png,42,65,1,565,607,841,906,659,35.35096158610834,24.90151932074068
4888,/media/marda/TWOTB1/xBD/hurricanes/images/florence/hurricane-florence_00000113_post_disaster.png,38,84,1,564,602,954,1038,571,52.22891895173368,15.446260677669278
4889,/media/marda/TWOTB1/xBD/hurricanes/images/florence/hurricane-florence_00000113_post_disaster.png,53,55,1,781,834,988,1043,327,25.449381841280523,17.01333368813134
4890,/media/marda/TWOTB1/xBD/hurricanes/images/florence/hurricane-florence_00000088_pre_disaster.png,19,71,1,0,19,882,953,433,38.82386923512283,17.095422671881348
4891,/media/marda/TWOTB1/xBD/hurricanes/images/florence/hurricane-florence_00000445_pre_disaster.png,40,18,1,630,670,0,18,265,19.727442383528693,17.918957423926297
4892,/media/marda/TWOTB1/xBD/hurricanes/images/florence/hurricane-florence_00000445_pre_disaster.png,34,11,1,666,700,0,11,92,12.408522780703125,9.777980500360076
4893,/media/marda/TWOTB1/xBD/hurricanes/images/florence/hurricane-florence_00000445_pre_disaster.png,64,45,1,791,855,0,45,961,51.36874473675875,24.89113075957779
4894,/media/marda/TWOTB1/xBD/hurricanes/images/florence/hurricane-florence_00000445_pre_disaster.png,47,15,1,502,549,1,16,264,29.39378154979112,12.72285656266259
4895,/media/marda/TWOTB1/xBD/hurricanes/images/florence/hurricane-florence_00000445_pre_disaster.png,94,49,1,364,458,12,61,2754,87.94666155179047,41.49201846472777
4896,/media/marda/TWOTB1/xBD/hurricanes/images/florence/hurricane-florence_00000445_pre_disaster.png,37,22,1,511,548,21,43,271,21.35785369153672,16.985824097615502
4897,/media/marda/TWOTB1/xBD/hurricanes/images/florence/hurricane-florence_00000445_pre_disaster.png,31,66,1,6,37,455,521,740,55.21917558338198,17.836059390533734
4898,/media/marda/TWOTB1/xBD/hurricanes/images/florence/hurricane-florence_00000445_pre_disaster.png,10,47,1,0,10,522,569,144,24.81149362356733,8.85894088197871
4899,/media/marda/TWOTB1/xBD/hurricanes/images/florence/hurricane-florence_00000249_pre_disaster.png,45,20,1,640,685,202,222,207,23.865215337344107,11.633355983078255
4900,/media/marda/TWOTB1/xBD/hurricanes/images/florence/hurricane-florence_00000249_pre_disaster.png,56,51,1,676,732,221,272,1009,47.2053620286527,28.320284213675613
4901,/media/marda/TWOTB1/xBD/hurricanes/images/florence/hurricane-florence_00000249_pre_disaster.png,62,52,1,598,660,381,433,883,38.952801752743646,30.19427309021581
4902,/media/marda/TWOTB1/xBD/hurricanes/images/florence/hurricane-florence_00000249_pre_disaster.png,44,34,1,602,646,437,471,208,17.57718000207442,15.785563511133333
4903,/media/marda/TWOTB1/xBD/hurricanes/images/florence/hurricane-florence_00000249_pre_disaster.png,73,77,1,604,677,455,532,1585,61.58511636580045,34.27630327294936
4904,/media/marda/TWOTB1/xBD/hurricanes/images/florence/hurricane-florence_00000249_pre_disaster.png,50,36,1,452,502,483,519,375,32.21111306566632,15.544306037323503
4905,/media/marda/TWOTB1/xBD/hurricanes/images/florence/hurricane-florence_00000249_pre_disaster.png,55,46,1,522,577,514,560,481,36.31054857227566,17.599752016104304
4906,/media/marda/TWOTB1/xBD/hurricanes/images/florence/hurricane-florence_00000249_pre_disaster.png,62,62,1,588,650,529,591,971,38.37846056815997,33.495569458881235
4907,/media/marda/TWOTB1/xBD/hurricanes/images/florence/hurricane-florence_00000249_pre_disaster.png,37,39,1,473,510,642,681,184,18.933995384113917,12.765518014335143
4908,/media/marda/TWOTB1/xBD/hurricanes/images/florence/hurricane-florence_00000249_pre_disaster.png,102,107,1,456,558,705,812,3210,89.93107742445949,60.18521476486178
4909,/media/marda/TWOTB1/xBD/hurricanes/images/florence/hurricane-florence_00000249_pre_disaster.png,59,74,1,594,653,854,928,857,43.626144706593465,26.119219297390888
4910,/media/marda/TWOTB1/xBD/hurricanes/images/florence/hurricane-florence_00000015_post_disaster.png,15,28,1,0,15,0,28,271,28.09229951435916,13.519029462004058
4911,/media/marda/TWOTB1/xBD/hurricanes/images/florence/hurricane-florence_00000015_post_disaster.png,51,57,1,10,61,0,57,1756,54.281394297490735,44.738968337330185
4912,/media/marda/TWOTB1/xBD/hurricanes/images/florence/hurricane-florence_00000015_post_disaster.png,59,20,1,110,169,0,20,628,55.76390907855716,17.55718875773887
4913,/media/marda/TWOTB1/xBD/hurricanes/images/florence/hurricane-florence_00000015_post_disaster.png,80,31,1,590,670,0,31,981,51.85692182287899,27.645747448571058
4914,/media/marda/TWOTB1/xBD/hurricanes/images/florence/hurricane-florence_00000015_post_disaster.png,56,12,1,831,887,0,12,150,20.573996971735557,11.183808919162983
4915,/media/marda/TWOTB1/xBD/hurricanes/images/florence/hurricane-florence_00000015_post_disaster.png,97,42,1,906,1003,0,42,1400,58.782935950807044,31.8900738216495
4916,/media/marda/TWOTB1/xBD/hurricanes/images/florence/hurricane-florence_00000015_post_disaster.png,52,57,1,70,122,14,71,1760,55.17111524452672,43.806987445841436
4917,/media/marda/TWOTB1/xBD/hurricanes/images/florence/hurricane-florence_00000015_post_disaster.png,83,51,1,650,733,16,67,1337,61.1041249955149,29.444784999453
4918,/media/marda/TWOTB1/xBD/hurricanes/images/florence/hurricane-florence_00000015_post_disaster.png,90,31,1,842,932,40,71,1340,59.76698292284172,30.19212815252867
4919,/media/marda/TWOTB1/xBD/hurricanes/images/florence/hurricane-florence_00000015_post_disaster.png,90,61,1,691,781,46,107,1834,55.13703741741297,47.358972700454345
4920,/media/marda/TWOTB1/xBD/hurricanes/images/florence/hurricane-florence_00000015_post_disaster.png,101,42,1,448,549,50,92,2654,86.6362385135783,40.116497627182646
4921,/media/marda/TWOTB1/xBD/hurricanes/images/florence/hurricane-florence_00000015_post_disaster.png,69,68,1,975,1044,98,166,1104,57.698969607403356,28.277010849837904
4922,/media/marda/TWOTB1/xBD/hurricanes/images/florence/hurricane-florence_00000015_post_disaster.png,67,65,1,767,834,102,167,1588,65.02734805177745,33.40367354101086
4923,/media/marda/TWOTB1/xBD/hurricanes/images/florence/hurricane-florence_00000015_post_disaster.png,66,81,1,354,420,104,185,2096,83.43746102521555,33.959579156597485
4924,/media/marda/TWOTB1/xBD/hurricanes/images/florence/hurricane-florence_00000015_post_disaster.png,77,72,1,543,620,120,192,2103,67.52691415624878,44.69871593158367
4925,/media/marda/TWOTB1/xBD/hurricanes/images/florence/hurricane-florence_00000015_post_disaster.png,96,56,1,926,1022,150,206,1596,54.836479950162115,41.80990558100065
4926,/media/marda/TWOTB1/xBD/hurricanes/images/florence/hurricane-florence_00000015_post_disaster.png,87,53,1,694,781,170,223,1448,53.21819214772163,38.053467762682764
4927,/media/marda/TWOTB1/xBD/hurricanes/images/florence/hurricane-florence_00000015_post_disaster.png,88,53,1,874,962,180,233,1443,49.138997231972354,38.49967256908815
4928,/media/marda/TWOTB1/xBD/hurricanes/images/florence/hurricane-florence_00000015_post_disaster.png,79,59,1,578,657,183,242,1664,55.51220702433363,40.26942806476018
4929,/media/marda/TWOTB1/xBD/hurricanes/images/florence/hurricane-florence_00000015_post_disaster.png,69,70,1,390,459,185,255,1699,60.27852435270705,46.49890208647236
4930,/media/marda/TWOTB1/xBD/hurricanes/images/florence/hurricane-florence_00000015_post_disaster.png,81,103,1,642,723,201,304,2436,90.35257695233415,43.47812159219787
4931,/media/marda/TWOTB1/xBD/hurricanes/images/florence/hurricane-florence_00000015_post_disaster.png,92,81,1,840,932,222,303,2071,66.40359265656443,43.983484815841486
4932,/media/marda/TWOTB1/xBD/hurricanes/images/florence/hurricane-florence_00000015_post_disaster.png,70,56,1,459,529,250,306,1460,48.09739087288065,40.71256494847169
4933,/media/marda/TWOTB1/xBD/hurricanes/images/florence/hurricane-florence_00000015_post_disaster.png,84,72,1,787,871,258,330,1570,62.1346440275099,36.321667895855015
4934,/media/marda/TWOTB1/xBD/hurricanes/images/florence/hurricane-florence_00000015_post_disaster.png,67,67,1,260,327,285,352,1722,56.32588042900121,49.67544994903261
4935,/media/marda/TWOTB1/xBD/hurricanes/images/florence/hurricane-florence_00000015_post_disaster.png,75,61,1,509,584,293,354,1563,53.69603458809636,39.546650289367946
4936,/media/marda/TWOTB1/xBD/hurricanes/images/florence/hurricane-florence_00000015_post_disaster.png,81,86,1,159,240,301,387,2415,82.5282492796787,40.21716728322478
4937,/media/marda/TWOTB1/xBD/hurricanes/images/florence/hurricane-florence_00000015_post_disaster.png,78,67,1,749,827,312,379,1308,48.10098976517097,38.60139369863134
4938,/media/marda/TWOTB1/xBD/hurricanes/images/florence/hurricane-florence_00000015_post_disaster.png,66,64,1,601,667,345,409,1021,56.126992363636944,24.28457777041661
4939,/media/marda/TWOTB1/xBD/hurricanes/images/florence/hurricane-florence_00000015_post_disaster.png,69,70,1,308,377,349,419,1609,59.83892773822774,35.888125998377646
4940,/media/marda/TWOTB1/xBD/hurricanes/images/florence/hurricane-florence_00000015_post_disaster.png,85,68,1,709,794,376,444,1703,52.32136877546066,45.66077827621157
4941,/media/marda/TWOTB1/xBD/hurricanes/images/florence/hurricane-florence_00000015_post_disaster.png,78,68,1,542,620,388,456,1472,56.50267439797148,36.59722955483766
4942,/media/marda/TWOTB1/xBD/hurricanes/images/florence/hurricane-florence_00000015_post_disaster.png,52,65,1,36,88,394,459,1208,48.916090593331425,33.63583696419966
4943,/media/marda/TWOTB1/xBD/hurricanes/images/florence/hurricane-florence_00000015_post_disaster.png,71,73,1,361,432,401,474,1546,59.822878131275125,36.393490210589306
4944,/media/marda/TWOTB1/xBD/hurricanes/images/florence/hurricane-florence_00000015_post_disaster.png,53,76,1,170,223,406,482,1322,57.3130215745438,34.19756930229845
4945,/media/marda/TWOTB1/xBD/hurricanes/images/florence/hurricane-florence_00000015_post_disaster.png,48,71,1,63,111,419,490,1255,47.37846011644794,36.38973068108715
4946,/media/marda/TWOTB1/xBD/hurricanes/images/florence/hurricane-florence_00000015_post_disaster.png,77,80,1,677,754,420,500,1603,62.28437151208736,35.405601205905064
4947,/media/marda/TWOTB1/xBD/hurricanes/images/florence/hurricane-florence_00000015_post_disaster.png,56,60,1,89,145,452,512,1186,47.307235423079476,34.30913478289473
4948,/media/marda/TWOTB1/xBD/hurricanes/images/florence/hurricane-florence_00000015_post_disaster.png,92,73,1,504,596,452,525,1981,68.9748662442961,42.739473268042424
4949,/media/marda/TWOTB1/xBD/hurricanes/images/florence/hurricane-florence_00000015_post_disaster.png,57,73,1,430,487,454,527,1070,53.96277254751471,33.0754975586854
4950,/media/marda/TWOTB1/xBD/hurricanes/images/florence/hurricane-florence_00000015_post_disaster.png,73,69,1,230,303,456,525,1680,60.712268382072736,38.64885017475434
4951,/media/marda/TWOTB1/xBD/hurricanes/images/florence/hurricane-florence_00000015_post_disaster.png,19,50,1,0,19,464,514,337,31.18480324245533,15.544998407407904
4952,/media/marda/TWOTB1/xBD/hurricanes/images/florence/hurricane-florence_00000015_post_disaster.png,48,70,1,121,169,476,546,1193,48.60083831242679,34.34673172886419
4953,/media/marda/TWOTB1/xBD/hurricanes/images/florence/hurricane-florence_00000015_post_disaster.png,77,65,1,651,728,479,544,1410,46.373267992243576,41.23444085160455
4954,/media/marda/TWOTB1/xBD/hurricanes/images/florence/hurricane-florence_00000015_post_disaster.png,62,65,1,281,343,494,559,1206,45.886622039667216,37.33049076354807
4955,/media/marda/TWOTB1/xBD/hurricanes/images/florence/hurricane-florence_00000015_post_disaster.png,64,75,1,477,541,506,581,1325,53.07228899502265,35.22709518796602
4956,/media/marda/TWOTB1/xBD/hurricanes/images/florence/hurricane-florence_00000015_post_disaster.png,62,59,1,143,205,509,568,1169,50.25587454064806,31.418663200597123
4957,/media/marda/TWOTB1/xBD/hurricanes/images/florence/hurricane-florence_00000015_post_disaster.png,100,80,1,717,817,517,597,1987,67.5722100859591,44.78916490983234
4958,/media/marda/TWOTB1/xBD/hurricanes/images/florence/hurricane-florence_00000015_post_disaster.png,53,63,1,177,230,538,601,1045,42.66287548341812,32.578712842170326
4959,/media/marda/TWOTB1/xBD/hurricanes/images/florence/hurricane-florence_00000015_post_disaster.png,60,68,1,337,397,541,609,1121,47.25001752424581,33.467487547600975
4960,/media/marda/TWOTB1/xBD/hurricanes/images/florence/hurricane-florence_00000015_post_disaster.png,48,65,1,211,259,565,630,936,39.00903329809772,34.89113277414419
4961,/media/marda/TWOTB1/xBD/hurricanes/images/florence/hurricane-florence_00000015_post_disaster.png,49,67,1,91,140,575,642,1063,48.254683415198905,29.565056269715402
4962,/media/marda/TWOTB1/xBD/hurricanes/images/florence/hurricane-florence_00000015_post_disaster.png,89,68,1,584,673,579,647,1693,63.15987473279804,39.79820017036135
4963,/media/marda/TWOTB1/xBD/hurricanes/images/florence/hurricane-florence_00000015_post_disaster.png,95,73,1,775,870,583,656,1567,61.30548694975055,39.23922224522748
4964,/media/marda/TWOTB1/xBD/hurricanes/images/florence/hurricane-florence_00000015_post_disaster.png,52,74,1,236,288,588,662,1137,45.223897406494046,34.330924432705544
4965,/media/marda/TWOTB1/xBD/hurricanes/images/florence/hurricane-florence_00000015_post_disaster.png,63,88,1,416,479,600,688,1545,62.48920200431445,35.44554358894103
4966,/media/marda/TWOTB1/xBD/hurricanes/images/florence/hurricane-florence_00000015_post_disaster.png,47,78,1,45,92,603,681,1246,49.16820289863066,34.93390547974349
4967,/media/marda/TWOTB1/xBD/hurricanes/images/florence/hurricane-florence_00000015_post_disaster.png,45,69,1,119,164,609,678,1002,40.91928843828814,32.60856953291832
4968,/media/marda/TWOTB1/xBD/hurricanes/images/florence/hurricane-florence_00000015_post_disaster.png,57,68,1,265,322,617,685,1075,44.52094415193386,32.84455388855807
4969,/media/marda/TWOTB1/xBD/hurricanes/images/florence/hurricane-florence_00000015_post_disaster.png,83,87,1,640,723,624,711,1722,56.52095238216518,46.01197199256846
4970,/media/marda/TWOTB1/xBD/hurricanes/images/florence/hurricane-florence_00000015_post_disaster.png,85,70,1,819,904,628,698,1224,49.37872074741399,33.78394134979811
4971,/media/marda/TWOTB1/xBD/hurricanes/images/florence/hurricane-florence_00000015_post_disaster.png,79,88,1,533,612,631,719,1742,67.49415952909501,38.251826211412165
4972,/media/marda/TWOTB1/xBD/hurricanes/images/florence/hurricane-florence_00000015_post_disaster.png,38,63,1,154,192,637,700,668,36.12666691133911,25.419547730898262
4973,/media/marda/TWOTB1/xBD/hurricanes/images/florence/hurricane-florence_00000015_post_disaster.png,54,66,1,70,124,647,713,1225,47.00605473973161,35.14656166655139
4974,/media/marda/TWOTB1/xBD/hurricanes/images/florence/hurricane-florence_00000015_post_disaster.png,67,61,1,285,352,656,717,1278,56.16068572089863,30.825608047977063
4975,/media/marda/TWOTB1/xBD/hurricanes/images/florence/hurricane-florence_00000015_post_disaster.png,52,76,1,380,432,659,735,1006,48.091251572779285,30.20264381236155
4976,/media/marda/TWOTB1/xBD/hurricanes/images/florence/hurricane-florence_00000015_post_disaster.png,49,70,1,169,218,674,744,1057,47.40839555530809,29.28438116461212
4977,/media/marda/TWOTB1/xBD/hurricanes/images/florence/hurricane-florence_00000015_post_disaster.png,48,64,1,94,142,681,745,944,40.24918384672625,32.40527546886587
4978,/media/marda/TWOTB1/xBD/hurricanes/images/florence/hurricane-florence_00000015_post_disaster.png,86,77,1,860,946,682,759,1225,60.35080427057972,26.90413238883511
4979,/media/marda/TWOTB1/xBD/hurricanes/images/florence/hurricane-florence_00000015_post_disaster.png,79,84,1,687,766,683,767,1656,60.80003553022665,36.138176489589696
4980,/media/marda/TWOTB1/xBD/hurricanes/images/florence/hurricane-florence_00000015_post_disaster.png,56,70,1,270,326,693,763,964,39.854631374303366,32.39291686516981
4981,/media/marda/TWOTB1/xBD/hurricanes/images/florence/hurricane-florence_00000015_post_disaster.png,67,82,1,498,565,696,778,1515,51.73426218271972,40.20242368337575
4982,/media/marda/TWOTB1/xBD/hurricanes/images/florence/hurricane-florence_00000015_post_disaster.png,11,45,1,0,11,700,745,100,15.559427513513528,9.22684211698229
4983,/media/marda/TWOTB1/xBD/hurricanes/images/florence/hurricane-florence_00000015_post_disaster.png,45,68,1,0,45,709,777,1058,48.72695972554941,28.511856833367013
4984,/media/marda/TWOTB1/xBD/hurricanes/images/florence/hurricane-florence_00000015_post_disaster.png,46,64,1,127,173,713,777,1104,49.61823957186944,31.517117824878405
4985,/media/marda/TWOTB1/xBD/hurricanes/images/florence/hurricane-florence_00000015_post_disaster.png,62,85,1,348,410,717,802,1395,56.19833335386909,34.35039713009011
4986,/media/marda/TWOTB1/xBD/hurricanes/images/florence/hurricane-florence_00000015_post_disaster.png,51,72,1,249,300,719,791,935,40.178475076947635,31.319887099778004
4987,/media/marda/TWOTB1/xBD/hurricanes/images/florence/hurricane-florence_00000015_post_disaster.png,43,77,1,17,60,731,808,1185,48.31862836897154,32.89931450946752
4988,/media/marda/TWOTB1/xBD/hurricanes/images/florence/hurricane-florence_00000015_post_disaster.png,76,83,1,587,663,733,816,1447,57.33857923183217,34.8445283094422
4989,/media/marda/TWOTB1/xBD/hurricanes/images/florence/hurricane-florence_00000015_post_disaster.png,93,89,1,731,824,736,825,1841,55.32425900546038,50.47769103701007
4990,/media/marda/TWOTB1/xBD/hurricanes/images/florence/hurricane-florence_00000015_post_disaster.png,101,71,1,892,993,740,811,1519,61.40848989600858,34.62874732778475
4991,/media/marda/TWOTB1/xBD/hurricanes/images/florence/hurricane-florence_00000015_post_disaster.png,77,101,1,202,279,743,844,2290,93.27342312730512,41.157934078374694
4992,/media/marda/TWOTB1/xBD/hurricanes/images/florence/hurricane-florence_00000015_post_disaster.png,39,56,1,295,334,761,817,399,26.510026909114732,20.112774016712017
4993,/media/marda/TWOTB1/xBD/hurricanes/images/florence/hurricane-florence_00000015_post_disaster.png,43,72,1,37,80,763,835,1058,42.65420373359498,32.89992580793352
4994,/media/marda/TWOTB1/xBD/hurricanes/images/florence/hurricane-florence_00000015_post_disaster.png,93,92,1,942,1035,771,863,1635,62.63415536411067,36.25586577690629
4995,/media/marda/TWOTB1/xBD/hurricanes/images/florence/hurricane-florence_00000015_post_disaster.png,65,83,1,296,361,773,856,1432,58.904937678872486,31.967618680925803
4996,/media/marda/TWOTB1/xBD/hurricanes/images/florence/hurricane-florence_00000015_post_disaster.png,90,88,1,780,870,776,864,1820,59.44642447270167,43.97262291023856
4997,/media/marda/TWOTB1/xBD/hurricanes/images/florence/hurricane-florence_00000015_post_disaster.png,38,77,1,59,97,792,869,876,43.493096292757286,28.43883012881701
4998,/media/marda/TWOTB1/xBD/hurricanes/images/florence/hurricane-florence_00000015_post_disaster.png,80,90,1,440,520,792,882,1807,57.90054208190578,44.02050535621283
4999,/media/marda/TWOTB1/xBD/hurricanes/images/florence/hurricane-florence_00000015_post_disaster.png,79,87,1,643,722,811,898,1248,62.33442997606257,26.779319058197856
5000,/media/marda/TWOTB1/xBD/hurricanes/images/florence/hurricane-florence_00000015_post_disaster.png,61,72,1,208,269,816,888,1321,51.8561567560756,35.703221683318965
5001,/media/marda/TWOTB1/xBD/hurricanes/images/florence/hurricane-florence_00000015_post_disaster.png,55,81,1,77,132,818,899,1415,46.98329815420816,40.12822829041732
5002,/media/marda/TWOTB1/xBD/hurricanes/images/florence/hurricane-florence_00000015_post_disaster.png,81,90,1,823,904,823,913,1406,54.232854444222106,35.16080336690529
5003,/media/marda/TWOTB1/xBD/hurricanes/images/florence/hurricane-florence_00000015_post_disaster.png,59,80,1,985,1044,827,907,492,42.71266191565104,17.11964591844801
5004,/media/marda/TWOTB1/xBD/hurricanes/images/florence/hurricane-florence_00000015_post_disaster.png,72,97,1,392,464,844,941,1861,60.52549033459649,43.689260294811795
5005,/media/marda/TWOTB1/xBD/hurricanes/images/florence/hurricane-florence_00000015_post_disaster.png,45,83,1,103,148,846,929,1154,48.7852941206939,32.230701107425254
5006,/media/marda/TWOTB1/xBD/hurricanes/images/florence/hurricane-florence_00000015_post_disaster.png,48,77,1,131,179,871,948,1089,41.96134893860842,35.11918507812916
5007,/media/marda/TWOTB1/xBD/hurricanes/images/florence/hurricane-florence_00000015_post_disaster.png,89,93,1,867,956,875,968,1529,63.47254075078494,34.609451380911054
